152	linux	HOME 변수를 올바르게 출력하는 명령은?	A) echo HOME B) $HOME C) echo $HOME D) HOME	C
153	linux	vi에서 생성된 .swp 파일로 편집이 막힐 때 조치?	A) chmod 777 B) rm 해당 .swp C) reboot D) fsck	B
154	linux	Nginx 버전 확인은?	A) nginx --ver B) nginx -version C) nginx -v D) nginx version	C
155	aws	CloudWatch의 주요 기능은?	A) 알림/로그/지표 수집 B) ARP 캐시 C) 컨테이너 런타임 D) 객체 암호화	A
156	k8s	노드 리소스 부족 시 파드 축출 정책 관련 용어는?	A) Affinity B) Taint/Toleration C) DaemonSet D) HPA	B
157	docker	루트 없이 docker 명령 사용을 위한 조치는?	A) sudo 매번 사용 B) docker 그룹에 사용자 추가 C) root 비활성화 D) PATH 변경	B
158	git	Git에서 변경 파일 목록과 줄 단위 차이 확인 명령은?	A) git show B) git diff C) git blame D) git bisect	B
159	network	현재 열려 있는 TCP/UDP 포트 확인 명령 중 하나는?	A) ss -tulpen B) free -h C) uname -r D) last	A
160	cs	세마포어(semaphore)의 주 목적은?	A) 교착상태 감지 B) 프로세스 동기화/자원 카운팅 C) 네트워크 라우팅 D) 페이징	B
161	vmware	vCenter에서 호스트·클러스터를 중앙집중식으로 관리하는 기능 묶음은?	A) DRS/HA/FT B) ARP/NAT C) CRUD D) TLS	A
162	vmware	ESXi 로그를 외부 syslog로 전송하는 이유로 적절한 것은?	A) 로컬 로그 유실 방지/중앙 분석 B) 성능 저하 C) SSH 차단 D) API 제한	A
163	vmware	vSAN 최소 호스트 수 권장값은?	A) 1 B) 2 C) 3 이상 D) 8	C
164	k8s	Deployment 롤링 업데이트의 장점은?	A) 무중단 배포 B) 저장공간 절약 C) 로그 숨김 D) DNS 캐시	A
165	docker	docker logs의 기본 대상은?	A) 컨테이너 표준출력/에러 B) /var/log/syslog C) 호스트 dmesg D) /root/logs	A
166	linux	systemctl 명령으로 서비스 상태 확인은?	A) systemctl is-active B) systemctl enable C) systemctl mask D) systemctl preset	A
167	shell	crontab에서 PATH 문제를 줄이는 방법은?	A) 상대경로 사용 B) 절대경로 사용 C) PATH 무시 D) alias 사용	B
168	network	공인/사설 IP 구분에서 10.0.0.0/8은?	A) 공인 B) 사설 C) 멀티캐스트 D) 루프백	B
169	cs	스레드와 프로세스의 차이로 옳은 것은?	A) 스레드는 메모리 공간을 분리함 B) 스레드는 프로세스 내 자원 공유 C) 스레드는 커널 없음 D) 동일	B
170	aws	EBS의 특징은?	A) 객체 스토리지 B) 블록 스토리지 C) 파일 스토리지 D) 테이프	B
171	vmware	FTT=1 RAID1 정책은 어떤 의미?	A) 스트라이핑만 B) 미러링 복제 1회 C) 패리티만 D) 트리플 미러	B
172	vmware	RAID5/6 사용 제약으로 맞는 것은?	A) 최소 2호스트 B) All-Flash/노드 요건 C) 콘솔 모드 필요 D) vCenter 미사용	B
173	k8s	Service 타입 중 외부 공개는?	A) ClusterIP B) NodePort/LoadBalancer C) EmptyDir D) CSI	B
174	docker	Dockerfile에서 실행 명령(기본 프로세스) 설정은?	A) CMD/ENTRYPOINT B) FROM C) ARG D) ENV	A
175	linux	파일 권한 rwxr-x---은 8진수로?	A) 750 B) 755 C) 700 D) 644	A
176	shell	JSON Lines를 CSV로 변환하기 쉬운 도구는?	A) grep B) jq C) cut D) tee	B
177	network	DNS 조회에 사용하는 명령으로 올바른 것은?	A) dig/host/nslookup B) iperf C) ping -R D) curl	A
178	cs	페이지 폴트(Page Fault) 시 일반적 동작은?	A) 즉시 종료 B) 디스크에서 페이지 적재 C) CPU 교체 D) DNS 조회	B
179	aws	EFS는 어떤 스토리지?	A) 블록 B) 파일(네트워크) C) 객체 D) 테이프	B
180	git	Git에서 변경 되돌리기(이전 커밋 내용으로 파일 복원) 명령은?	A) git mv B) git restore C) git rebase D) git init	B
181	linux	free -h에서 Swap이 0이 권장되는 이유(컨테이너/CI 환경)?	A) OOM 방지 B) 지연/불안정 피하려고 C) 보안강화 D) 네트워크 개선	B
182	shell	awk에서 첫 번째 필드를 참조하는 표기는?	A) $1 B) $0 C) $NF D) NR	A
183	linux	lsb_release -a는 무엇을 보여주는가?	A) 커널 로그 B) OS 상세 버전 정보 C) CPU 모델 D) 메모리 맵	B
184	docker	docker exec -it 컨테이너 bash의 의미는?	A) 이미지 빌드 B) 컨테이너 내부 셸 접속 C) 로그 보기 D) 포트 개방	B
185	k8s	kubectl get pods -A 의 의미는?	A) 현재 네임스페이스 B) 모든 네임스페이스 C) 시스템만 D) 사용자만	B
186	vmware	ESXi에서 크론으로 성능 수집(esxtop batch)하는 이유는?	A) 장식 B) 정기 성능 분석/트렌드 C) 보안 강화를 위해 D) 라이센스 체크	B
187	network	서버가 0.0.0.0:22 바인딩을 의미하는 것은?	A) 모든 인터페이스 수신 B) 루프백만 C) 막힘 D) 외부 차단	A
188	cs	CPU 바운드 vs IO 바운드 중 대기 시간이 큰 유형은?	A) CPU 바운드 B) IO 바운드 C) 동일 D) 불명	B
189	aws	EC2 보안그룹은?	A) 상태 비저장 B) 상태 저장 가상 방화벽 C) NACL만 D) 라우팅	B
190	git	Git에서 원격 브랜치를 가져오되 병합하지 않는 명령은?	A) git fetch B) git pull C) git clone D) git tag	A
191	linux	which 명령의 목적은?	A) 파일 찾기 B) 명령 실행 경로 확인 C) 권한 변경 D) 사용자 추가	B
192	shell	cron에서 일요일을 지정하는 표현은?	A) 7 또는 0 B) 1 C) 6 D) 5	A
193	network	ifconfig/ip 명령 중 현대 우분투에서 권장되는 것은?	A) ifconfig B) ip addr/ip a C) route D) arp	B
194	docker	컨테이너 로그를 파일로 리다이렉션하는 일반적 방법은?	A) docker logs > file B) 컨테이너 내부 syslog C) 표준출력에 기록 D) journald 설정	C
195	k8s	Pod에 설정을 주입하는 리소스는?	A) Secret/ConfigMap B) Service C) Ingress D) PV	A
196	cs	스택과 힙에 대한 설명으로 옳은 것은?	A) 스택은 동적할당 B) 힙은 고정크기 C) 스택은 함수 호출 프레임 D) 힙은 콜스택	C
197	vmware	vSphere HA의 목적은?	A) 수평확장 B) 호스트 장애 시 VM 자동 재시작 C) 로그 압축 D) 백업	B
198	linux	/var/log/syslog의 용도는?	A) 시스템 일반 로그 B) 사용자 홈 C) 커널 이미지 D) 패키지 저장	A
199	shell	awk에서 레코드 번호는?	A) NR B) NF C) RS D) FS	A
200	aws	CloudWatch Alarm 임계치 초과 시 동작으로 적절한 것은?	A) S3 업로드 B) 알림/오토스케일 트리거 C) SSH 접속 제한 D) 서브넷 변경	B
